Index,Id,Date,Hexlat,Hexlong,Price,Bathrooms,Bedrooms,Condition,Floors,Grade,Sqft Above,Sqft Basement,Sqft Living,Sqft Living15,Sqft Lot,Sqft Lot15,View,Waterfront,Yr Built,Yr Renovated,Zipcode,Nuisance Crime,Other Crime,Property Crime,Violent Crimes
1675,809001965,7/29/2014,47.63717,-122.35,"707,000",1.5,3,3,2,8,1980,0,1980,1980,4000,3600,0,0,1919,0,98109,5,7,68,2
1676,809001970,12/31/2014,47.63717,-122.35,"931,000",2.5,3,4,1.5,8,1560,900,2460,2090,6600,3400,0,0,1929,0,98109,5,7,68,2
1677,809002030,9/11/2014,47.63717,-122.35,"825,000",2,2,4,1,7,1230,600,1830,2020,3600,3600,0,0,1926,0,98109,5,7,68,2
1678,809002215,5/19/2014,47.63717,-122.35,"762,000",2,5,4,1.5,7,2140,1230,3370,1920,5000,3200,0,0,1907,0,98109,5,7,68,2
1679,809002290,5/19/2014,47.63717,-122.35,"1,190,000",3,4,4,1.5,8,1270,970,2240,2240,6000,4250,0,0,1914,0,98109,5,7,68,2
1680,809002295,10/29/2014,47.63717,-122.35,"1,169,000",2.5,5,3,2.5,9,2810,0,2810,2240,6000,4800,0,0,1907,0,98109,5,7,68,2
1681,809002390,1/15/2015,47.63717,-122.35,"658,000",1.5,3,3,1.5,7,1660,0,1660,2200,3190,3240,0,0,1919,0,98109,5,7,68,2
1682,809002435,8/8/2014,47.63717,-122.35,"725,000",2.5,3,5,1.5,7,1940,0,1940,1440,4000,4000,0,0,1906,0,98109,5,7,68,2
1683,809002485,3/27/2015,47.63428333,-122.355,"716,000",1.5,3,3,1.5,7,1140,0,1140,1260,4800,4800,0,0,1915,0,98109,13,8,74,4
1684,809002610,7/18/2014,47.63428333,-122.355,"485,000",1,4,3,1.5,7,1150,0,1150,1890,2560,3000,0,0,1909,0,98109,13,8,74,4
1685,809002675,4/13/2015,47.63428333,-122.355,"660,000",2,3,3,1,7,1140,0,1140,1260,6000,4000,0,0,1909,0,98109,13,8,74,4
1686,809002680,10/14/2014,47.63428333,-122.355,"1,440,000",1.75,4,3,1.5,8,2410,0,2410,1280,6000,4000,0,0,1911,0,98109,13,8,74,4
1687,809002705,7/10/2014,47.64005667,-122.355,"797,000",2.5,3,3,2,9,1370,0,1370,1630,1911,2090,0,0,1907,2011,98109,11,4,85,9
1688,809002765,10/22/2014,47.63717,-122.35,"610,000",1,3,3,1.5,8,1180,0,1180,1440,3400,3400,0,0,1907,0,98109,5,7,68,2
1689,809003085,4/1/2015,47.63717,-122.35,"1,065,000",2.5,3,5,3,9,2130,0,2130,1970,3545,3464,0,0,1990,0,98109,5,7,68,2
1690,809003105,4/8/2015,47.63717,-122.35,"935,000",2,3,3,1.5,8,1060,660,1720,1590,2000,4000,0,0,1910,2000,98109,5,7,68,2
1691,809003160,12/18/2014,47.63717,-122.35,"570,000",1,2,3,1,7,1100,0,1100,1590,4000,4000,0,0,1906,0,98109,5,7,68,2
1692,810000080,3/10/2015,47.63428333,-122.355,"915,000",2.25,3,5,2,8,1580,810,2390,2200,2750,5160,0,0,1925,0,98109,13,8,74,4
1693,811000050,12/31/2014,47.63139667,-122.35,"826,000",1.5,3,3,1.5,9,1890,0,1890,2560,5000,5000,0,0,1929,0,98109,8,2,36,1
1694,811000055,9/25/2014,47.63139667,-122.35,"1,280,000",3,4,3,2,9,2300,960,3260,2410,4500,4995,0,0,1930,2014,98109,8,2,36,1
1695,814000020,2/20/2015,47.71511333,-122.285,"460,000",1,3,3,1,6,830,300,1130,1050,7000,7000,0,0,1944,0,98125,2,3,27,2
1699,820000012,8/27/2014,47.72088667,-122.315,"401,000",3.25,3,3,3,8,1770,0,1770,1860,1977,2210,0,0,2001,0,98125,4,6,38,6
1700,820000018,10/14/2014,47.718,-122.31,"387,500",3.25,3,3,3,8,1860,0,1860,1860,2218,2218,0,0,2001,0,98125,11,7,84,9
1722,823000174,7/28/2014,47.59675667,-122.29,"920,000",2.25,3,4,2,7,2200,1450,3650,1950,5353,4970,4,0,1947,0,98144,10,4,30,
1745,825049073,6/30/2014,47.67181333,-122.32,"441,000",1.5,2,3,1,7,990,200,1190,1410,3400,3150,0,0,1919,0,98115,16,7,55,3
1754,826000295,12/15/2014,47.54768,-122.385,"379,950",1,2,3,1,7,870,0,870,1240,7500,5709,0,0,1947,0,98136,11,16,71,7
1755,826000480,8/26/2014,47.54768,-122.385,"448,500",1.75,3,4,2,7,1300,0,1300,1300,4800,4800,1,0,1912,0,98136,11,16,71,7
1756,826000495,2/6/2015,47.54768,-122.385,"557,510",2,4,3,1.5,7,1580,0,1580,1580,4800,4800,2,0,1912,0,98136,11,16,71,7
1768,829000160,10/9/2014,47.54768,-122.295,"311,000",3,5,3,1,7,1220,800,2020,2130,5917,5529,0,0,1993,0,98108,4,5,26,5
1769,832700170,4/21/2015,47.72377333,-122.35,"319,000",1.5,2,3,3,8,1090,0,1090,1090,847,1118,0,0,2009,0,98133,14,6,48,12
1770,832700240,10/3/2014,47.72377333,-122.35,"325,000",1.5,3,3,3,8,1270,0,1270,1090,1067,1118,0,0,2009,0,98133,14,6,48,12
1771,832700270,2/13/2015,47.72377333,-122.35,"318,000",1.5,3,3,3,8,1240,0,1240,1240,983,1026,0,0,2009,0,98133,14,6,48,12
1772,832700320,2/9/2015,47.72377333,-122.35,"348,000",2.5,3,3,3,8,1490,0,1490,1270,2478,1156,0,0,2009,0,98133,14,6,48,12
1790,853400240,3/25/2015,47.72088667,-122.375,"847,000",2.5,6,3,2,8,3010,0,3010,2560,17864,11532,0,0,1969,0,98177,,,1,
1801,859000018,8/14/2014,47.52458667,-122.365,"342,000",2.5,3,3,2,8,1320,420,1740,1740,2226,1789,0,0,2008,0,98106,17,7,57,5
1802,859000022,8/19/2014,47.52458667,-122.365,"330,000",2.5,3,3,2,8,1320,420,1740,1740,1844,1789,0,0,2008,0,98106,17,7,57,5
1803,859000110,10/2/2014,47.52747333,-122.36,"125,000",1,1,1,1,5,500,0,500,1350,7440,7440,0,0,1928,0,98106,22,13,39,14
1804,859000160,12/3/2014,47.52747333,-122.36,"375,000",2,4,3,1,7,970,750,1720,1160,2410,1404,0,0,1930,2006,98106,22,13,39,14
1808,868000175,10/1/2014,47.70934,-122.375,"849,000",1.5,4,4,1,8,1440,1000,2440,2140,8040,7920,0,0,1950,0,98177,,,4,
1809,868000305,6/17/2014,47.70645333,-122.37,"554,000",1,4,3,1.5,7,1120,0,1120,1370,7104,7104,0,0,1946,0,98177,4,,5,1
1810,868000415,9/5/2014,47.70356667,-122.375,"643,500",2,3,3,2,8,1650,0,1650,1730,7104,7104,0,0,1945,1986,98177,1,2,17,
1811,868000530,7/2/2014,47.70356667,-122.375,"645,000",1.75,3,4,1,7,1370,900,2270,2270,11472,8340,0,0,1956,0,98177,1,2,17,
1812,868000575,8/19/2014,47.70645333,-122.38,"998,800",2,3,4,1,9,2250,0,2250,2880,8000,10960,2,0,1955,0,98177,,,2,3
1813,868000615,12/31/2014,47.70934,-122.375,"1,225,000",2.5,4,4,1.5,9,2200,400,2600,2840,11542,10960,0,0,1939,0,98177,,,4,
1814,868000905,7/8/2014,47.70645333,-122.38,"950,000",2.5,3,4,1,7,1750,1730,3480,3010,7800,9918,0,0,1941,1998,98177,,,2,3
1815,868001030,9/15/2014,47.70068,-122.38,"1,150,000",2.25,4,4,1,9,1870,1870,3740,2610,18000,10902,0,0,1951,0,98177,1,1,4,
1816,868001295,10/29/2014,47.70645333,-122.38,"650,000",1.75,3,4,1,7,1240,420,1660,3110,10819,11853,0,0,1942,0,98177,,,2,3
1817,868001402,3/5/2015,47.70645333,-122.38,"1,000,000",3.5,4,4,2,9,2060,1120,3180,2850,12528,11410,1,0,1979,0,98177,,,2,3
1818,868001435,1/27/2015,47.70645333,-122.38,"2,225,000",3,3,4,1,9,1960,1490,3450,3220,16740,12528,4,0,1949,1993,98177,,,2,3
1819,868001705,2/6/2015,47.70068,-122.38,"1,465,000",1.5,3,3,2,10,2130,350,2480,2860,9900,9288,3,0,1940,0,98177,1,1,4,
1820,868001790,3/16/2015,47.70356667,-122.385,"1,300,000",1,3,5,1,8,1680,360,2040,2300,7936,10080,3,0,1940,0,98177,1,1,10,
1821,868002015,2/25/2015,47.70356667,-122.385,"1,326,000",2.25,3,4,1,10,2260,700,2960,2960,8330,8840,3,0,1953,0,98177,1,1,10,
1822,868002080,6/19/2014,47.70068,-122.39,"899,000",2.25,4,3,1,8,1440,930,2370,3280,6000,8843,2,0,1959,0,98177,,3,7,
1823,868002335,3/4/2015,47.70356667,-122.385,"1,430,000",2.75,3,3,1.5,9,1480,1230,2710,2960,9204,10080,4,0,1975,0,98177,1,1,10,
1830,871000065,11/20/2014,47.65160333,-122.405,"419,000",1,2,4,1,6,720,0,720,1030,4592,5816,0,0,1943,0,98199,4,2,9,1
1831,871000155,12/11/2014,47.65160333,-122.405,"665,000",1,3,4,1,8,1300,350,1650,1440,5102,5102,0,0,1953,0,98199,4,2,9,1
1832,871000170,12/2/2014,47.65160333,-122.405,"535,000",2,2,3,1,7,1020,350,1370,1550,3827,5102,0,0,1952,0,98199,4,2,9,1
1833,871000435,5/9/2015,47.65160333,-122.405,"812,000",2,4,4,1,8,1310,1070,2380,1810,6122,5202,2,0,1949,0,98199,4,2,9,1
1834,871000515,12/5/2014,47.65160333,-122.405,"567,500",1.5,2,3,1,7,1070,280,1350,1610,4592,5102,0,0,1939,0,98199,4,2,9,1
1835,871001085,1/29/2015,47.65160333,-122.405,"652,000",1,3,3,1,8,1200,270,1470,2200,6122,6122,0,0,1948,0,98199,4,2,9,1
1836,871001105,10/22/2014,47.65160333,-122.405,"845,000",2.75,4,3,1.5,8,2100,1060,3160,2200,7143,6122,0,0,1933,0,98199,4,2,9,1
1837,871001365,2/19/2015,47.65160333,-122.405,"655,000",1.75,3,3,1,7,1170,630,1800,1720,5102,5102,0,0,1952,0,98199,4,2,9,1
1838,871001484,1/15/2015,47.65160333,-122.405,"719,000",1.75,3,5,1,7,900,900,1800,1650,5816,5816,0,0,1947,0,98199,4,2,9,1
1839,871001500,6/23/2014,47.65449,-122.41,"735,000",2.25,4,5,1,8,1340,930,2270,1800,5102,5102,0,0,1954,0,98199,1,2,7,
1840,871001611,7/1/2014,47.65449,-122.41,"616,000",1.75,4,3,1,8,1700,0,1700,1480,5846,5177,0,0,1957,0,98199,1,2,7,
1841,871001735,9/11/2014,47.65449,-122.41,"650,000",2.25,4,3,1,8,1300,610,1910,1810,5120,5153,0,0,1954,0,98199,1,2,7,
1842,871001980,5/6/2014,47.64871667,-122.41,"910,000",3.5,3,3,2,9,2080,940,3020,2060,4082,5102,0,0,1954,2004,98199,2,1,12,
1844,880000005,5/22/2014,47.52458667,-122.365,"168,000",2.5,2,3,2,7,1160,0,1160,1380,2174,1919,0,0,1998,0,98106,17,7,57,5
1845,880000189,8/11/2014,47.52747333,-122.36,"209,000",2,3,3,2,7,1020,210,1230,1260,1340,1312,0,0,2003,0,98106,22,13,39,14
1846,880000205,7/29/2014,47.52747333,-122.36,"249,000",2,3,3,2,7,810,450,1260,1260,1125,1172,0,0,2011,0,98106,22,13,39,14
1847,880000208,12/13/2014,47.52747333,-122.36,"320,000",2.5,3,3,2,8,1240,370,1610,1270,1356,1314,0,0,2007,0,98106,22,13,39,14
1848,880000211,8/21/2014,47.52747333,-122.36,"255,000",1.75,3,3,2,7,810,450,1260,1260,1133,1172,0,0,2011,0,98106,22,13,39,14
1849,886000015,12/10/2014,47.53324667,-122.29,"275,000",2,2,3,1,7,950,340,1290,1290,9041,5000,0,0,1956,0,98108,7,4,15,2
1850,886000090,3/2/2015,47.53613333,-122.295,"395,000",1,2,3,1,6,700,0,700,1500,7457,7130,0,0,1943,0,98108,6,14,45,5
1851,889000015,11/3/2014,47.66603667,-122.32,"599,000",1.75,3,3,3,8,1650,0,1650,1650,1180,1960,0,0,2014,0,98105,26,13,95,15
1852,889000024,3/16/2015,47.66603667,-122.32,"645,000",2.25,3,3,3,8,1640,0,1640,1720,1023,1960,0,0,2014,0,98105,26,13,95,15
1853,889000025,8/11/2014,47.66603667,-122.32,"599,000",1.75,3,3,3,8,1650,0,1650,1720,1180,1960,0,0,2014,0,98105,26,13,95,15
1857,904000045,6/23/2014,47.66603667,-122.41,"1,289,000",2.5,3,3,1,8,1550,640,2190,2190,11394,9540,0,0,1956,0,98199,,,1,
1861,913000315,6/5/2014,47.58521,-122.4,"1,300,000",4.5,6,4,3,9,2782,1120,3902,1100,3880,3870,4,0,1977,0,98116,6,,14,
1862,913000340,1/2/2015,47.58521,-122.4,"252,000",1,1,1,1,6,680,0,680,1010,1638,3621,4,0,1910,1992,98116,6,,14,
1863,917000300,5/20/2014,47.68624667,-122.345,"452,000",1,4,3,1.5,6,1210,0,1210,1540,3760,3800,0,0,1900,0,98103,16,8,34,14
1877,923000095,3/26/2015,47.72666,-122.365,"525,000",1,3,4,1,8,1140,420,1560,2130,8100,8100,0,0,1952,0,98177,1,,11,
1878,923000115,10/29/2014,47.72666,-122.365,"588,000",1.75,3,3,2,8,2310,0,2310,2200,7620,7672,0,0,1942,1988,98177,1,,11,
1879,923000120,4/8/2015,47.72666,-122.365,"515,000",1.5,3,4,1,7,1130,1070,2200,2170,7620,7672,0,0,1942,0,98177,1,,11,
1880,923000265,8/6/2014,47.72377333,-122.36,"350,000",1,2,3,1.5,7,1150,280,1430,1820,8157,8157,0,0,1944,0,98177,3,5,15,1
1881,923000270,5/8/2014,47.72377333,-122.36,"405,000",1,2,4,1,7,1020,0,1020,1430,8155,8157,0,0,1948,0,98177,3,5,15,1
1882,923000280,7/22/2014,47.72377333,-122.36,"699,000",2.5,3,3,1,10,2090,490,2580,1660,8154,8155,0,0,1956,1997,98177,3,5,15,1
1883,923000413,8/18/2014,47.72377333,-122.36,"515,000",1.5,4,4,1.5,7,1400,340,1740,1600,8160,8160,0,0,1946,0,98177,3,5,15,1
1884,923000414,4/19/2015,47.72377333,-122.36,"670,000",1.75,3,3,1,8,1850,0,1850,1600,8160,8160,0,0,1952,0,98177,3,5,15,1
1885,923000425,7/18/2014,47.72666,-122.365,"865,000",2.5,5,3,2,9,3190,0,3190,1650,8160,8160,0,0,2014,0,98177,1,,11,
1886,923000580,2/23/2015,47.72666,-122.365,"614,000",2.75,4,4,1.5,8,1780,980,2760,2720,8160,8160,2,0,1940,0,98177,1,,11,
1887,923049110,1/29/2015,47.49860667,-122.3,"168,500",1,2,4,1,6,1020,0,1020,1510,7742,7742,0,0,1935,1978,98168,,1,,
1888,923049203,5/29/2014,47.49860667,-122.3,"350,000",2.5,4,3,2,7,2040,0,2040,2020,22653,20502,0,0,2011,0,98168,,1,,
1889,923049323,7/14/2014,47.49860667,-122.3,"239,000",1,4,3,1,6,1280,0,1280,1310,8316,7830,0,0,1950,0,98168,,1,,
1891,923049400,11/19/2014,47.49860667,-122.3,"185,000",1,2,4,1,7,1390,0,1390,1200,11340,10224,0,0,1969,0,98168,,1,,
1892,923049440,7/17/2014,47.50149333,-122.305,"312,000",4,5,4,2,7,1950,950,2900,1360,9779,8000,0,0,1937,0,98168,,,1,
1897,924000040,8/14/2014,47.72377333,-122.36,"324,000",1,2,4,1,7,820,0,820,1410,8370,8370,0,0,1941,0,98177,3,5,15,1
1904,925049278,3/4/2015,47.67181333,-122.3,"607,000",2,4,5,1.5,7,1490,0,1490,1510,4054,3889,0,0,1926,0,98115,,7,28,
1905,925049318,8/11/2014,47.67181333,-122.3,"475,000",1.75,3,4,1.5,7,1550,0,1550,1510,4054,3889,0,0,1926,0,98115,,7,28,
1906,925049360,4/28/2015,47.66892333,-122.295,"512,000",2,2,4,1,6,610,660,1270,1370,3881,5000,0,0,1926,0,98105,4,3,32,2
1932,930000234,4/21/2015,47.718,-122.36,"525,000",2,4,4,1,7,1130,1130,2260,1800,7680,7680,0,0,1947,0,98177,3,1,29,
1933,930000289,3/16/2015,47.718,-122.36,"509,007",1.75,3,3,1,8,1350,450,1800,1770,7620,7620,0,0,1951,0,98177,3,1,29,
1934,930000305,11/10/2014,47.718,-122.36,"379,400",1.75,4,4,1,7,1060,1060,2120,1530,7680,7680,0,0,1950,0,98177,3,1,29,
1935,930000415,12/4/2014,47.71511333,-122.365,"835,000",2.75,4,3,2,8,3310,720,4030,2490,10240,7680,2,0,1943,1994,98177,2,3,12,4
1936,930000425,3/1/2015,47.71511333,-122.365,"440,000",1.75,3,3,1,7,980,590,1570,2420,5120,7200,2,0,1947,0,98177,2,3,12,4
1937,930000470,5/27/2014,47.71511333,-122.365,"675,000",2.5,3,4,2,9,2540,0,2540,2490,7680,7680,1,0,1940,2001,98177,2,3,12,4
1950,945000250,6/13/2014,47.68913333,-122.36,"370,000",1,2,3,1,6,900,0,900,1060,4600,4600,0,0,1951,0,98117,15,4,54,4
1951,945000410,3/13/2015,47.69202,-122.365,"265,000",1,2,3,1,5,910,0,910,1020,4600,4600,0,0,1917,0,98117,20,8,53,6
1952,946000295,12/10/2014,47.69202,-122.365,"469,000",2.25,3,3,3,7,1440,0,1440,1180,1362,2603,0,0,2014,0,98117,20,8,53,6
1953,952000055,2/6/2015,47.56500333,-122.375,"530,000",1,3,4,1.5,7,1050,450,1500,1500,5750,5060,0,0,1927,0,98126,18,6,43,5
1954,952000310,5/20/2014,47.56789,-122.38,"525,000",1.5,3,3,2,8,1540,0,1540,1540,4773,5750,0,0,1941,2009,98126,5,3,24,2
1955,952000495,4/2/2015,47.56789,-122.38,"598,000",2.5,4,5,1.5,7,1550,870,2420,1740,5118,5750,2,0,1926,0,98126,5,3,24,2
1956,952000640,10/27/2014,47.56789,-122.38,"715,000",1.5,3,5,2,7,1670,0,1670,1670,5060,5118,2,0,1925,0,98126,5,3,24,2
1957,952000725,10/21/2014,47.56789,-122.38,"442,000",1,2,4,1.5,6,990,0,990,1480,4313,5750,2,0,1917,0,98126,5,3,24,2
1958,952000925,9/22/2014,47.56789,-122.38,"430,000",1.75,3,4,1,6,720,720,1440,1500,4025,5750,0,0,1917,0,98126,5,3,24,2
1959,952001495,3/6/2015,47.56500333,-122.385,"588,000",1.75,4,3,1,7,1370,800,2170,1450,5750,5750,2,0,1975,0,98116,9,3,40,4
1960,952001660,9/16/2014,47.57077667,-122.385,"500,000",1.5,4,3,1.5,7,1330,0,1330,1360,5750,5750,2,0,1915,0,98116,4,5,25,3
1961,952001710,3/3/2015,47.56500333,-122.385,"575,000",1.75,4,3,1,7,1160,470,1630,1640,5750,5750,0,0,1947,0,98116,9,3,40,4
1962,952001735,10/4/2014,47.56500333,-122.385,"750,000",1.75,4,3,2,8,2100,0,2100,1630,6613,5750,0,0,1909,2004,98116,9,3,40,4
1963,952001765,7/7/2014,47.56500333,-122.385,"558,000",2,2,5,1,6,790,790,1580,1580,5750,5750,0,0,1910,0,98116,9,3,40,4
1964,952002250,3/24/2015,47.56500333,-122.385,"407,000",2.5,2,3,2,8,940,400,1340,1470,999,1436,0,0,2008,0,98116,9,3,40,4
1965,952002765,11/14/2014,47.56500333,-122.385,"460,000",1.75,4,5,1.5,7,1040,680,1720,1570,3050,6100,0,0,1929,0,98116,9,3,40,4
1966,952003285,8/5/2014,47.56211667,-122.38,"679,900",2.5,3,3,2,9,1980,460,2440,1520,5750,5750,2,0,2000,0,98116,15,11,61,3
1967,952003340,7/9/2014,47.56789,-122.38,"380,000",1,2,3,1,6,780,0,780,1500,3910,5060,0,0,1918,0,98126,5,3,24,2
1968,952003350,2/4/2015,47.56789,-122.38,"507,250",1.75,3,3,1,6,1100,300,1400,1500,5750,5175,2,0,1915,0,98126,5,3,24,2
1969,952003435,8/26/2014,47.56211667,-122.38,"420,000",1,2,5,1,6,820,0,820,1410,4025,5750,2,0,1922,0,98126,15,11,61,3
1970,952003480,11/17/2014,47.56789,-122.38,"445,000",1,4,3,1,6,780,680,1460,1560,4600,4600,2,0,1946,0,98126,5,3,24,2
1971,952003575,5/27/2014,47.56789,-122.38,"480,000",1,3,3,1,7,1150,0,1150,1390,4945,4945,2,0,1943,0,98126,5,3,24,2
1972,952003585,2/9/2015,47.56789,-122.38,"866,500",3.5,4,3,2,9,2010,1070,3080,1220,4945,4945,0,0,2014,0,98126,5,3,24,2
1973,952004570,12/6/2014,47.56211667,-122.38,"320,000",1,2,3,1.5,6,1140,0,1140,1190,3834,5750,0,0,1911,0,98126,15,11,61,3
1974,952004725,11/6/2014,47.56211667,-122.38,"280,000",1,2,3,1,6,880,0,880,1190,5750,5750,0,0,1939,0,98126,15,11,61,3
1975,952004745,3/4/2015,47.56211667,-122.38,"400,800",1,4,3,1,6,870,200,1070,1270,5750,5750,0,0,1923,0,98126,15,11,61,3
1976,952004875,6/2/2014,47.56211667,-122.38,"661,000",2.25,4,4,1.5,8,1420,570,1990,1810,4600,5750,2,0,1932,0,98126,15,11,61,3
1977,952005000,8/15/2014,47.56211667,-122.38,"545,000",1.75,3,5,1.5,7,1450,250,1700,1700,5750,5750,2,0,1925,0,98126,15,11,61,3
1978,952005224,11/5/2014,47.56211667,-122.38,"409,000",1,2,4,1,6,890,0,890,1190,3271,5175,0,0,1918,0,98116,15,11,61,3
1979,952005525,6/27/2014,47.56500333,-122.385,"589,500",3.25,3,3,2,8,1730,580,2310,2310,3075,3075,0,0,2005,0,98116,9,3,40,4
1980,952005863,5/5/2015,47.56500333,-122.385,"643,950",2.25,3,3,3,9,1760,0,1760,1420,2122,1618,0,0,2015,0,98116,9,3,40,4
1981,952006680,1/29/2015,47.56500333,-122.385,"550,000",1.5,2,3,1,7,900,0,900,1300,5750,1413,2,0,1940,0,98116,9,3,40,4
1982,952006728,6/13/2014,47.55923,-122.385,"330,000",2.5,3,3,2,7,720,350,1070,1120,1155,2594,0,0,2005,0,98102,30,29,177,47
1983,952006783,10/14/2014,47.56500333,-122.385,"399,500",1.5,2,3,2,8,1180,0,1180,1490,1722,1469,0,0,2006,0,98116,9,3,40,4
1984,952006823,12/2/2014,47.55923,-122.385,"380,000",2.5,3,3,2,7,940,320,1260,1310,900,1415,0,0,2007,0,98116,30,29,177,47
1985,952006827,4/22/2015,47.56500333,-122.385,"390,000",2.5,3,3,2,7,850,460,1310,1310,1254,1372,0,0,2007,0,98116,9,3,40,4
1986,952006857,1/22/2015,47.55923,-122.385,"370,000",2.5,3,3,2,7,720,350,1070,1070,1219,1254,0,0,2004,0,98116,30,29,177,47
1987,952007055,10/21/2014,47.56500333,-122.385,"500,000",1,3,3,1,7,950,120,1070,1090,4600,4600,0,0,1930,0,98116,9,3,40,4
1988,952007069,1/21/2015,47.56211667,-122.38,"393,500",1.75,3,3,2,8,1010,220,1230,1170,1441,1942,0,0,2004,0,98116,15,11,61,3
1989,952007141,4/21/2015,47.56211667,-122.38,"401,750",1.5,2,3,2,8,1000,70,1070,1170,1236,1888,0,0,2005,0,98116,15,11,61,3
1990,955000060,9/30/2014,47.62273667,-122.305,"462,500",2,2,3,2,7,1690,0,1690,1540,4200,4200,0,0,1906,0,98112,11,7,42,9
1991,955000430,9/3/2014,47.61696333,-122.305,"540,000",1.25,2,3,2,9,1050,180,1230,1100,1569,1230,0,0,2009,0,98112,27,13,98,13
1992,955000453,4/13/2015,47.62273667,-122.305,"574,000",2.25,2,3,2,8,900,200,1100,1230,1114,1800,0,0,2009,0,98122,11,7,42,9
1996,976000790,10/20/2014,47.64583,-122.365,"670,000",2.5,3,3,2,7,1240,560,1800,1790,4763,4763,0,0,1985,0,98119,,,16,
1997,976000879,4/24/2015,47.64583,-122.365,"700,000",2,4,3,1,7,1430,500,1930,1910,5398,4902,0,0,1953,0,98119,,,16,
1998,976000903,3/19/2015,47.64583,-122.365,"655,000",2.25,2,3,2,9,1180,280,1460,1800,1851,4269,0,0,2014,0,98119,,,16,
2034,986000045,10/7/2014,47.50726667,-122.305,"240,000",1.75,4,3,1,7,1010,1010,2020,2240,10332,8379,0,0,1954,0,98168,,,1,
2035,993000046,9/22/2014,47.69490667,-122.34,"510,000",2,3,3,1,7,990,610,1600,1580,4510,4561,0,0,1978,0,98103,10,5,41,2
2036,993000090,4/14/2015,47.69490667,-122.34,"752,000",3.75,6,4,2,8,3810,0,3810,1610,6663,4561,0,0,1977,0,98103,10,5,41,2
2037,993000100,4/10/2015,47.69490667,-122.34,"760,000",3.75,6,4,2,8,3810,0,3810,1830,6150,5125,0,0,1977,0,98103,10,5,41,2
2038,993000136,10/7/2014,47.69490667,-122.34,"449,950",2.25,3,3,3,7,1540,0,1540,1230,1270,1454,0,0,2014,0,98103,10,5,41,2
2039,993000307,5/23/2014,47.69490667,-122.34,"360,000",2,3,3,3,8,1270,0,1270,1330,1323,1323,0,0,2006,0,98103,10,5,41,2
2040,993000308,3/18/2015,47.69490667,-122.34,"401,000",2,3,3,3,8,1270,0,1270,1330,1333,1333,0,0,2006,0,98103,10,5,41,2
2041,993000315,10/2/2014,47.69490667,-122.34,"379,000",3.25,3,3,3,8,1380,0,1380,1370,1234,1282,0,0,2006,0,98103,10,5,41,2
2042,993000327,5/6/2014,47.69490667,-122.34,"369,950",2,3,3,3,8,1270,0,1270,1370,1320,1320,0,0,2006,0,98103,10,5,41,2
2043,993000873,3/18/2015,47.69490667,-122.34,"380,500",2,3,3,3,8,1270,0,1270,1180,1348,1360,0,0,2003,0,98103,10,5,41,2
2044,993000950,9/6/2014,47.69490667,-122.34,"320,000",1.5,2,3,3,8,1110,0,1110,1110,1200,1363,0,0,2000,0,98103,10,5,41,2
2045,993001330,5/5/2014,47.68913333,-122.34,"406,100",2.25,3,3,3,8,1410,0,1410,1430,1332,1448,0,0,2005,0,98103,10,4,65,3
2046,993001332,9/3/2014,47.68913333,-122.34,"407,000",2.25,3,3,3,8,1430,0,1430,1430,1448,1383,0,0,2005,0,98103,10,4,65,3
2047,993001342,8/8/2014,47.68913333,-122.34,"397,500",2.25,3,3,3,8,1430,0,1430,1430,1383,1347,0,0,2005,0,98103,10,4,65,3
2048,993001563,5/22/2014,47.69202,-122.345,"355,000",2.25,3,3,3,8,1280,0,1280,1130,959,1126,0,0,2005,0,98103,50,64,80,40
2049,993001629,11/17/2014,47.69202,-122.345,"265,000",2.75,3,3,3,8,1120,0,1120,1120,881,1087,0,0,1999,0,98103,50,64,80,40
2050,993001914,1/6/2015,47.69202,-122.345,"344,000",2.25,3,3,3,8,1250,0,1250,1250,1033,1150,0,0,2007,0,98103,50,64,80,40
2051,993001961,7/9/2014,47.69202,-122.345,"374,950",2.25,3,3,3,8,1390,0,1390,1250,1484,1087,0,0,2007,0,98103,50,64,80,40
2052,993001976,8/18/2014,47.69202,-122.345,"344,000",2.25,3,3,3,8,1250,0,1250,1250,871,1158,0,0,2007,0,98103,50,64,80,40
2053,993002108,3/30/2015,47.68913333,-122.34,"399,995",1.5,3,3,3,8,1140,0,1140,1230,1069,1276,0,0,2005,0,98103,10,4,65,3
2054,993002127,2/23/2015,47.68913333,-122.34,"436,000",2.25,3,3,3,8,1480,0,1480,1310,1384,1329,0,0,2008,0,98103,10,4,65,3
2055,993002177,5/6/2015,47.68913333,-122.34,"345,000",2.5,3,3,3,8,1380,0,1380,1380,1547,1465,0,0,2000,0,98103,10,4,65,3
2056,993002225,6/23/2014,47.68913333,-122.34,"405,000",2.25,3,3,3,8,1520,0,1520,1520,1245,1470,0,0,2004,0,98103,10,4,65,3
2057,993002247,7/16/2014,47.68913333,-122.34,"430,000",2.25,3,3,3,8,1550,0,1550,1520,1469,1465,0,0,2004,0,98103,10,4,65,3
2058,993002325,6/23/2014,47.68913333,-122.34,"430,000",1.5,2,4,1,7,950,0,950,1440,4625,4625,0,0,1949,0,98103,10,4,65,3
